Array;Mask;Score;Generacion[2, 1, 2, 2, 4, 2, 1, 3];?u?l?u?u?s?u?l?d;-0.0;1
[1, 1, 1, 3, 4, 0, 2, 4];?l?l?l?d?s;-0.0;1
[1, 2, 4, 1, 2, 3, 1, 4];?l?u?s?l?u?d?l?s;-0.0;1
[3, 2, 2, 3, 0, 2, 2, 2];?d?u?u?d;-0.2;1
[2, 4, 1, 4, 4, 2, 1, 4];?u?s?l?s?s?u?l?s;-0.0;1
[2, 4, 4, 3, 1, 1, 2, 3];?u?s?s?d?l?l?u?d;-0.0;1
[1, 3, 1, 4, 4, 3, 1, 4];?l?d?l?s?s?d?l?s;-0.0;1
[1, 4, 1, 3, 3, 4, 2, 4];?l?s?l?d?d?s?u?s;-0.0;1
[4, 4, 3, 1, 4, 2, 0, 3];?s?s?d?l?s?u;-0.0;1
[1, 1, 2, 1, 2, 4, 0, 4];?l?l?u?l?u?s;-0.0;1
[4, 3, 1, 4, 2, 1, 0, 1];?s?d?l?s?u?l;-0.0;1
[4, 2, 4, 1, 1, 4, 3, 0];?s?u?s?l?l?s?d;-0.0;1
[1, 1, 1, 4, 0, 0, 0, 0];?l?l?l?s;-2.0;1
[3, 4, 4, 4, 1, 1, 1, 2];?d?s?s?s?l?l?l?u;-0.0;1
[4, 4, 1, 1, 4, 1, 1, 4];?s?s?l?l?s?l?l?s;-0.0;1
[4, 4, 1, 2, 3, 0, 1, 0];?s?s?l?u?d;-0.0;1
[1, 3, 2, 4, 2, 2, 3, 3];?l?d?u?s?u?u?d?d;-0.0;1
[1, 1, 4, 2, 3, 0, 1, 1];?l?l?s?u?d;-0.0;1
[1, 1, 2, 3, 0, 3, 0, 2];?l?l?u?d;-0.5;1
[3, 3, 2, 3, 0, 2, 4, 4];?d?d?u?d;-2.0;1
[2, 3, 3, 1, 3, 0, 3, 2];?u?d?d?l?d;-0.4;1
[2, 1, 1, 4, 3, 2, 1, 3];?u?l?l?s?d?u?l?d;-0.0;1
[3, 3, 3, 1, 4, 3, 1, 2];?d?d?d?l?s?d?l?u;-0.0;1
[1, 1, 4, 1, 3, 1, 4, 2];?l?l?s?l?d?l?s?u;-0.0;1
[4, 2, 1, 4, 3, 2, 4, 2];?s?u?l?s?d?u?s?u;-0.0;1
