Array;Mask;Score;Generacion[4, 4, 2, 1, 0, 2, 0, 0];?s?s?u?l;-0.0;1
[1, 4, 2, 4, 1, 1, 4, 2];?l?s?u?s?l?l?s?u;-0.0;1
[2, 4, 1, 1, 1, 2, 0, 1];?u?s?l?l?l?u;-0.4;1
[4, 3, 3, 4, 1, 2, 2, 0];?s?d?d?s?l?u?u;-0.0;1
[3, 2, 1, 3, 4, 1, 3, 1];?d?u?l?d?s?l?d?l;-0.0;1
[1, 1, 4, 4, 0, 0, 1, 2];?l?l?s?s;-0.0;1
[2, 1, 4, 1, 1, 2, 3, 2];?u?l?s?l?l?u?d?u;-0.0;1
[1, 3, 1, 1, 0, 1, 2, 4];?l?d?l?l;-29.4;1
[4, 3, 3, 1, 2, 1, 2, 0];?s?d?d?l?u?l?u;-0.0;1
[3, 1, 1, 3, 3, 2, 1, 4];?d?l?l?d?d?u?l?s;-0.0;1
[2, 4, 2, 2, 2, 4, 4, 1];?u?s?u?u?u?s?s?l;-0.0;1
[4, 1, 4, 2, 3, 3, 0, 4];?s?l?s?u?d?d;-0.0;1
[1, 1, 4, 4, 0, 3, 4, 1];?l?l?s?s;-0.0;1
[3, 3, 1, 3, 0, 0, 3, 4];?d?d?l?d;-1.4;1
[3, 2, 3, 4, 4, 3, 2, 3];?d?u?d?s?s?d?u?d;-0.0;1
[4, 4, 1, 1, 4, 3, 4, 1];?s?s?l?l?s?d?s?l;-0.0;1
[3, 1, 4, 1, 3, 0, 4, 3];?d?l?s?l?d;-0.0;1
[2, 1, 2, 2, 1, 2, 0, 1];?u?l?u?u?l?u;-42.0;1
[1, 4, 4, 4, 3, 2, 0, 0];?l?s?s?s?d?u;-0.0;1
[3, 2, 2, 3, 1, 1, 1, 0];?d?u?u?d?l?l?l;-0.16666666666666666;1
[2, 1, 1, 1, 0, 4, 3, 1];?u?l?l?l;-120.0;1
[4, 1, 1, 1, 3, 2, 0, 3];?s?l?l?l?d?u;-0.0;1
[2, 3, 2, 3, 4, 3, 1, 0];?u?d?u?d?s?d?l;-0.0;1
[1, 3, 1, 4, 3, 2, 1, 0];?l?d?l?s?d?u?l;-0.0;1
[4, 3, 3, 4, 1, 0, 0, 4];?s?d?d?s?l;-0.0;1
[1, 4, 4, 4, 3, 3, 1, 0];?l?s?s?s?d?d?l;-0.0;1
[1, 3, 4, 1, 1, 1, 4, 3];?l?d?s?l?l?l?s?d;-0.0;1
[1, 4, 4, 2, 3, 1, 2, 3];?l?s?s?u?d?l?u?d;-0.0;1
[4, 3, 1, 4, 4, 1, 4, 2];?s?d?l?s?s?l?s?u;-0.0;1
[3, 2, 2, 4, 3, 3, 1, 0];?d?u?u?s?d?d?l;-0.0;1
[2, 3, 4, 2, 2, 0, 0, 1];?u?d?s?u?u;-0.0;1
[4, 3, 2, 1, 4, 4, 2, 4];?s?d?u?l?s?s?u?s;-0.0;1
[1, 2, 3, 3, 1, 1, 4, 4];?l?u?d?d?l?l?s?s;-0.0;1
[3, 4, 2, 2, 0, 3, 2, 4];?d?s?u?u;-0.0;1
[3, 1, 1, 2, 0, 1, 2, 4];?d?l?l?u;-0.0;1
[4, 2, 2, 2, 0, 1, 2, 3];?s?u?u?u;-0.4;1
[2, 1, 4, 2, 2, 3, 4, 1];?u?l?s?u?u?d?s?l;-0.0;1
[2, 3, 1, 3, 3, 3, 2, 3];?u?d?l?d?d?d?u?d;-0.0;1
[3, 4, 3, 3, 1, 0, 4, 1];?d?s?d?d?l;-0.0;1
[4, 1, 4, 2, 4, 2, 2, 1];?s?l?s?u?s?u?u?l;-0.0;1
[2, 4, 2, 3, 1, 1, 1, 4];?u?s?u?d?l?l?l?s;-0.0;1
[4, 3, 1, 2, 3, 2, 1, 3];?s?d?l?u?d?u?l?d;-0.0;1
[1, 4, 1, 1, 0, 4, 1, 2];?l?s?l?l;-0.6666666666666666;1
[3, 2, 4, 2, 4, 1, 1, 3];?d?u?s?u?s?l?l?d;-0.0;1
[4, 4, 4, 4, 4, 0, 0, 2];?s?s?s?s?s;-1.25;1
[4, 1, 1, 1, 3, 3, 1, 4];?s?l?l?l?d?d?l?s;-0.0;1
[2, 2, 2, 4, 4, 0, 1, 4];?u?u?u?s?s;-0.0;1
[1, 3, 2, 2, 0, 3, 1, 1];?l?d?u?u;-0.5;1
[2, 3, 1, 1, 3, 3, 2, 0];?u?d?l?l?d?d?u;-0.0;1
[4, 2, 4, 4, 4, 2, 3, 2];?s?u?s?s?s?u?d?u;-0.0;1
[2, 1, 4, 1, 1, 4, 3, 2];?u?l?s?l?l?s?d?u;-0.0;2
[1, 3, 1, 1, 0, 1, 2, 4];?l?d?l?l;-29.4;2
[2, 1, 2, 2, 1, 2, 0, 1];?u?l?u?u?l?u;-42.0;2
[1, 3, 3, 4, 3, 2, 1, 0];?l?d?d?s?d?u?l;-0.0;2
[2, 4, 2, 3, 1, 0, 1, 4];?u?s?u?d?l;-0.0;2
[4, 2, 2, 2, 4, 1, 2, 3];?s?u?u?u?s?l?u?d;-0.0;2
[2, 3, 1, 4, 3, 0, 4, 3];?u?d?l?s?d;-0.0;2
[3, 1, 4, 1, 3, 3, 2, 0];?d?l?s?l?d?d?u;-0.0;2
[2, 1, 2, 2, 1, 0, 1, 4];?u?l?u?u?l;-4.2;2
[2, 2, 2, 4, 4, 2, 0, 1];?u?u?u?s?s?u;-0.0;2
[1, 4, 1, 3, 0, 0, 3, 4];?l?s?l?d;-0.0;2
[3, 3, 1, 1, 0, 4, 1, 2];?d?d?l?l;-12.166666666666666;2
[4, 3, 1, 1, 1, 2, 0, 1];?s?d?l?l?l?u;-0.0;2
[2, 3, 4, 4, 1, 2, 2, 0];?u?d?s?s?l?u?u;-0.0;2
[1, 1, 4, 4, 0, 0, 1, 2];?l?l?s?s;-0.0;2
[1, 3, 1, 1, 3, 1, 2, 4];?l?d?l?l?d?l?u?s;-0.0;2
[2, 3, 2, 2, 0, 3, 1, 1];?u?d?u?u;-0.4;2
[1, 3, 1, 1, 3, 3, 2, 0];?l?d?l?l?d?d?u;-0.2;2
[1, 3, 1, 2, 3, 3, 0, 4];?l?d?l?u?d?d;-0.16666666666666666;2
[4, 4, 4, 1, 0, 1, 2, 4];?s?s?s?l;-0.25;2
[3, 1, 1, 3, 3, 2, 1, 4];?d?l?l?d?d?u?l?s;-0.0;2
[3, 1, 1, 3, 3, 2, 1, 4];?d?l?l?d?d?u?l?s;-0.0;2
[2, 4, 2, 2, 2, 4, 4, 1];?u?s?u?u?u?s?s?l;-0.0;2
